Date,TeamA,TeamB,ScoreA,ScoreB,Sex,TournamentName,year,Venue,WinningTeam
2012/08/05,Sweden,South Korea,28,32,W,Olympic,2012,Great Britain,South Korea
2012/08/05,Norway,Spain,20,25,W,Olympic,2012,Great Britain,Spain
2012/08/05,Denmark,France,24,30,W,Olympic,2012,Great Britain,France
2012/08/07,Brazil,Norway,19,21,W,Olympic,2012,Great Britain,Norway
2012/08/07,Spain,Croatia,25,22,W,Olympic,2012,Great Britain,Spain
2012/08/07,Russia,South Korea,23,24,W,Olympic,2012,Great Britain,South Korea
2012/08/07,France,Montenegro,22,23,W,Olympic,2012,Great Britain,Montenegro
2012/08/09,Norway,South Korea,31,25,W,Olympic,2012,Great Britain,Norway
2012/08/09,Spain,Montenegro,26,27,W,Olympic,2012,Great Britain,Montenegro
2012/08/11,South Korea,Spain,29,31,W,Olympic,2012,Great Britain,Spain
2012/08/11,Norway,Montenegro,26,23,W,Olympic,2012,Great Britain,Norway
2016/08/06,Norway,Brazil,28,31,W,Olympic,2016,Brazil,Brazil
2016/08/06,Montenegro,Spain,19,25,W,Olympic,2016,Brazil,Spain
2016/08/06,Romania,Angola,19,23,W,Olympic,2016,Brazil,Angola
2016/08/08,Spain,Norway,24,27,W,Olympic,2016,Brazil,Norway
2016/08/08,Brazil,Romania,26,13,W,Olympic,2016,Brazil,Brazil
2016/08/08,Angola,Montenegro,27,25,W,Olympic,2016,Brazil,Angola
2016/08/10,Brazil,Spain,24,29,W,Olympic,2016,Brazil,Spain
2016/08/10,Romania,Montenegro,25,21,W,Olympic,2016,Brazil,Romania
2016/08/10,Norway,Angola,30,20,W,Olympic,2016,Brazil,Norway
2016/08/12,Angola,Brazil,24,28,W,Olympic,2016,Brazil,Brazil
2016/08/12,Romania,Spain,24,21,W,Olympic,2016,Brazil,Romania
2016/08/12,Montenegro,Norway,19,28,W,Olympic,2016,Brazil,Norway
2016/08/14,Montenegro,Brazil,23,29,W,Olympic,2016,Brazil,Brazil
2016/08/14,Norway,Romania,28,27,W,Olympic,2016,Brazil,Norway
2016/08/14,Spain,Angola,26,22,W,Olympic,2016,Brazil,Spain
2016/08/06,Netherlands,France,14,18,W,Olympic,2016,Brazil,France
2016/08/06,Russia,South Korea,30,25,W,Olympic,2016,Brazil,Russia
2016/08/06,Sweden,Argentina,31,21,W,Olympic,2016,Brazil,Sweden
2016/08/08,South Korea,Sweden,28,31,W,Olympic,2016,Brazil,Sweden
2016/08/08,France,Russia,25,26,W,Olympic,2016,Brazil,Russia
2016/08/08,Argentina,Netherlands,18,26,W,Olympic,2016,Brazil,Netherlands
2016/08/10,Russia,Sweden,36,34,W,Olympic,2016,Brazil,Russia
2016/08/10,Netherlands,South Korea,32,32,W,Olympic,2016,Brazil,Draw
2016/08/10,France,Argentina,27,11,W,Olympic,2016,Brazil,France
2016/08/12,Sweden,Netherlands,29,29,W,Olympic,2016,Brazil,Draw
2016/08/12,Russia,Argentina,35,29,W,Olympic,2016,Brazil,Russia
2016/08/12,South Korea,France,17,21,W,Olympic,2016,Brazil,France
2016/08/14,Sweden,France,25,27,W,Olympic,2016,Brazil,France
2016/08/14,Netherlands,Russia,34,38,W,Olympic,2016,Brazil,Russia
2016/08/14,Argentina,South Korea,22,28,W,Olympic,2016,Brazil,South Korea
2016/08/16,Brazil,Netherlands,23,32,W,Olympic,2016,Brazil,Netherlands
2016/08/16,Spain,France,26,27,W,Olympic,2016,Brazil,France
2016/08/16,Sweden,Norway,20,33,W,Olympic,2016,Brazil,Norway
2016/08/16,Russia,Angola,31,27,W,Olympic,2016,Brazil,Russia
2016/08/18,Netherlands,France,23,24,W,Olympic,2016,Brazil,France
2016/08/18,Norway,Russia,37,38,W,Olympic,2016,Brazil,Russia
2016/08/20,Netherlands,Norway,26,36,W,Olympic,2016,Brazil,Norway
2016/08/20,France,Russia,19,22,W,Olympic,2016,Brazil,Russia
2021/07/25,Netherlands,Japan,32,21,W,Olympic,2021,Japan,Netherlands
2021/07/25,Montenegro,Angola,33,22,W,Olympic,2021,Japan,Montenegro
2021/07/25,Norway,South Korea,39,27,W,Olympic,2021,Japan,Norway
2021/07/27,Japan,Montenegro,29,26,W,Olympic,2021,Japan,Japan
2021/07/27,South Korea,Netherlands,36,43,W,Olympic,2021,Japan,Netherlands
2021/07/27,Angola,Norway,21,30,W,Olympic,2021,Japan,Norway
2021/07/29,Netherlands,Angola,37,28,W,Olympic,2021,Japan,Netherlands
2021/07/29,Japan,South Korea,24,27,W,Olympic,2021,Japan,South Korea
2021/07/29,Montenegro,Norway,23,35,W,Olympic,2021,Japan,Norway
2021/07/31,Angola,Japan,28,25,W,Olympic,2021,Japan,Angola
2021/07/31,Montenegro,South Korea,28,26,W,Olympic,2021,Japan,Montenegro
2021/07/31,Norway,Netherlands,29,27,W,Olympic,2021,Japan,Norway
2021/08/02,South Korea,Angola,31,31,W,Olympic,2021,Japan,Draw
2021/08/02,Netherlands,Montenegro,30,29,W,Olympic,2021,Japan,Netherlands
2021/08/02,Norway,Japan,37,25,W,Olympic,2021,Japan,Norway
2021/07/25,Russia,Brazil,24,24,W,Olympic,2021,Japan,Draw
2021/07/25,Spain,Sweden,24,31,W,Olympic,2021,Japan,Sweden
2021/07/25,Hungary,France,29,30,W,Olympic,2021,Japan,France
2021/07/27,Brazil,Hungary,33,27,W,Olympic,2021,Japan,Brazil
2021/07/27,Sweden,Russia,36,24,W,Olympic,2021,Japan,Sweden
2021/07/27,France,Spain,25,28,W,Olympic,2021,Japan,Spain
2021/07/29,Spain,Brazil,27,23,W,Olympic,2021,Japan,Spain
2021/07/29,Hungary,Russia,31,38,W,Olympic,2021,Japan,Russia
2021/07/29,Sweden,France,28,28,W,Olympic,2021,Japan,Draw
2021/07/31,Russia,France,28,27,W,Olympic,2021,Japan,Russia
2021/07/31,Brazil,Sweden,31,34,W,Olympic,2021,Japan,Sweden
2021/07/31,Hungary,Spain,29,25,W,Olympic,2021,Japan,Hungary
2021/08/02,France,Brazil,29,22,W,Olympic,2021,Japan,France
2021/08/02,Spain,Russia,31,34,W,Olympic,2021,Japan,Russia
2021/08/02,Hungary,Sweden,26,23,W,Olympic,2021,Japan,Hungary
2021/08/04,Montenegro,Russia,26,32,W,Olympic,2021,Japan,Russia
2021/08/04,Norway,Hungary,26,22,W,Olympic,2021,Japan,Norway
2021/08/04,Sweden,South Korea,39,30,W,Olympic,2021,Japan,Sweden
2021/08/04,France,Netherlands,32,22,W,Olympic,2021,Japan,France
2021/08/06,France,Sweden,29,27,W,Olympic,2021,Japan,France
2021/08/06,Norway,Russia,26,27,W,Olympic,2021,Japan,Russia
2021/08/08,Norway,Sweden,36,19,W,Olympic,2021,Japan,Norway
2021/08/08,Russia,France,25,30,W,Olympic,2021,Japan,France
2024/07/25,Slovenia,Denmark,19,27,W,Olympic,2024,France,Denmark
2024/07/25,Germany,South Korea,22,23,W,Olympic,2024,France,South Korea
2024/07/25,Norway,Sweden,28,32,W,Olympic,2024,France,Sweden
2024/07/28,South Korea,Slovenia,23,30,W,Olympic,2024,France,Slovenia
2024/07/28,Sweden,Germany,31,28,W,Olympic,2024,France,Sweden
2024/07/28,Denmark,Norway,18,27,W,Olympic,2024,France,Norway
2024/07/30,Germany,Slovenia,41,22,W,Olympic,2024,France,Germany
2024/07/30,Norway,South Korea,26,20,W,Olympic,2024,France,Norway
2024/07/30,Sweden,Denmark,23,25,W,Olympic,2024,France,Denmark
2024/08/01,South Korea,Sweden,21,27,W,Olympic,2024,France,Sweden
2024/08/01,Germany,Denmark,27,28,W,Olympic,2024,France,Denmark
2024/08/01,Slovenia,Norway,22,29,W,Olympic,2024,France,Norway
2024/08/03,Slovenia,Sweden,23,27,W,Olympic,2024,France,Sweden
2024/08/03,Norway,Germany,30,18,W,Olympic,2024,France,Norway
2024/08/03,Denmark,South Korea,28,20,W,Olympic,2024,France,Denmark
2024/07/25,Netherlands,Angola,34,31,W,Olympic,2024,France,Netherlands
2024/07/25,Spain,Brazil,18,29,W,Olympic,2024,France,Brazil
2024/07/25,Hungary,France,28,31,W,Olympic,2024,France,France
2024/07/28,Brazil,Hungary,24,25,W,Olympic,2024,France,Hungary
2024/07/28,Angola,Spain,26,21,W,Olympic,2024,France,Angola
2024/07/28,France,Netherlands,32,28,W,Olympic,2024,France,France
2024/07/30,Netherlands,Spain,29,24,W,Olympic,2024,France,Netherlands
2024/07/30,Hungary,Angola,31,31,W,Olympic,2024,France,Draw
2024/07/30,France,Brazil,26,20,W,Olympic,2024,France,France
2024/08/01,Netherlands,Brazil,31,24,W,Olympic,2024,France,Netherlands
2024/08/01,Spain,Hungary,24,27,W,Olympic,2024,France,Hungary
2024/08/01,Angola,France,24,38,W,Olympic,2024,France,France
2024/08/03,Hungary,Netherlands,26,30,W,Olympic,2024,France,Netherlands
2024/08/03,Spain,France,24,32,W,Olympic,2024,France,France
2024/08/03,Brazil,Angola,30,19,W,Olympic,2024,France,Brazil
2024/08/06,Denmark,Netherlands,29,25,W,Olympic,2024,France,Denmark
2024/08/06,France,Germany,26,23,W,Olympic,2024,France,France
2024/08/06,Hungary,Sweden,32,36,W,Olympic,2024,France,Sweden
2024/08/06,Norway,Brazil,32,15,W,Olympic,2024,France,Norway
2024/08/08,Sweden,France,28,31,W,Olympic,2024,France,France
2024/08/08,Norway,Denmark,25,21,W,Olympic,2024,France,Norway
2024/08/10,Denmark,Sweden,30,25,W,Olympic,2024,France,Denmark
2024/08/10,Norway,France,29,21,W,Olympic,2024,France,Norway
2003/08/02,Brazil,United States,36,13,W,PanAmericanGames,2003,Dominican Republic,Brazil
2003/08/02,Argentina,Mexico,32,21,W,PanAmericanGames,2003,Dominican Republic,Argentina
2003/08/02,Uruguay,Dominican Republic,35,23,W,PanAmericanGames,2003,Dominican Republic,Uruguay
2003/08/03,United States,Argentina,19,25,W,PanAmericanGames,2003,Dominican Republic,Argentina
2003/08/03,Dominican Republic,Brazil,6,48,W,PanAmericanGames,2003,Dominican Republic,Brazil
2003/08/03,Mexico,Uruguay,19,37,W,PanAmericanGames,2003,Dominican Republic,Uruguay
2003/08/04,Brazil,Mexico,46,10,W,PanAmericanGames,2003,Dominican Republic,Brazil
2003/08/04,Argentina,Uruguay,23,23,W,PanAmericanGames,2003,Dominican Republic,Draw
2003/08/04,United States,Dominican Republic,30,23,W,PanAmericanGames,2003,Dominican Republic,United States
2003/08/06,Argentina,Dominican Republic,28,16,W,PanAmericanGames,2003,Dominican Republic,Argentina
2003/08/06,Uruguay,Brazil,21,36,W,PanAmericanGames,2003,Dominican Republic,Brazil
2003/08/06,Mexico,United States,18,23,W,PanAmericanGames,2003,Dominican Republic,United States
2003/08/07,Dominican Republic,Mexico,23,22,W,PanAmericanGames,2003,Dominican Republic,Dominican Republic
2003/08/07,Uruguay,United States,21,24,W,PanAmericanGames,2003,Dominican Republic,United States
2003/08/07,Brazil,Argentina,34,18,W,PanAmericanGames,2003,Dominican Republic,Brazil
2003/08/09,Brazil,Uruguay,46,14,W,PanAmericanGames,2003,Dominican Republic,Brazil
2003/08/09,Argentina,United States,29,26,W,PanAmericanGames,2003,Dominican Republic,Argentina
2003/08/11,Dominican Republic,Mexico,25,20,W,PanAmericanGames,2003,Dominican Republic,Dominican Republic
2003/08/12,Uruguay,United States,35,21,W,PanAmericanGames,2003,Dominican Republic,Uruguay
2003/08/12,Brazil,Argentina,40,15,W,PanAmericanGames,2003,Dominican Republic,Brazil
2007/07/13,Dominican Republic,Paraguay,33,30,W,PanAmericanGames,2007,Brazil,Dominican Republic
2007/07/13,Argentina,Puerto Rico,39,14,W,PanAmericanGames,2007,Brazil,Argentina
2007/07/15,Argentina,Paraguay,29,23,W,PanAmericanGames,2007,Brazil,Argentina
2007/07/15,Dominican Republic,Puerto Rico,35,21,W,PanAmericanGames,2007,Brazil,Dominican Republic
2007/07/17,Paraguay,Puerto Rico,31,26,W,PanAmericanGames,2007,Brazil,Paraguay
2007/07/17,Argentina,Dominican Republic,26,15,W,PanAmericanGames,2007,Brazil,Argentina
2007/07/13,Brazil,Mexico,38,15,W,PanAmericanGames,2007,Brazil,Brazil
2007/07/13,Cuba,Canada,38,25,W,PanAmericanGames,2007,Brazil,Cuba
2007/07/15,Brazil,Canada,37,10,W,PanAmericanGames,2007,Brazil,Brazil
2007/07/15,Cuba,Mexico,31,15,W,PanAmericanGames,2007,Brazil,Cuba
2007/07/17,Canada,Mexico,20,23,W,PanAmericanGames,2007,Brazil,Mexico
2007/07/17,Brazil,Cuba,32,28,W,PanAmericanGames,2007,Brazil,Brazil
2007/07/19,Mexico,Puerto Rico,21,20,W,PanAmericanGames,2007,Brazil,Mexico
2007/07/19,Paraguay,Canada,22,26,W,PanAmericanGames,2007,Brazil,Canada
2007/07/19,Brazil,Dominican Republic,46,13,W,PanAmericanGames,2007,Brazil,Brazil
2007/07/19,Argentina,Cuba,25,37,W,PanAmericanGames,2007,Brazil,Cuba
2007/07/21,Puerto Rico,Paraguay,21,22,W,PanAmericanGames,2007,Brazil,Paraguay
2007/07/21,Mexico,Canada,37,36,W,PanAmericanGames,2007,Brazil,Mexico
2007/07/21,Dominican Republic,Argentina,22,23,W,PanAmericanGames,2007,Brazil,Argentina
2007/07/21,Brazil,Cuba,30,17,W,PanAmericanGames,2007,Brazil,Brazil
2010/12/21,United States,Canada,18,23,W,PanAmericanGames,2011,United States,Canada
2010/12/23,Canada,United States,21,26,W,PanAmericanGames,2011,Canada,United States
2011/10/15,Argentina,Puerto Rico,35,26,W,PanAmericanGames,2011,Mexico,Argentina
2011/10/15,Mexico,Chile,18,17,W,PanAmericanGames,2011,Mexico,Mexico
2011/10/17,Chile,Argentina,20,28,W,PanAmericanGames,2011,Mexico,Argentina
2011/10/17,Puerto Rico,Mexico,22,23,W,PanAmericanGames,2011,Mexico,Mexico
2011/10/19,Puerto Rico,Chile,28,26,W,PanAmericanGames,2011,Mexico,Puerto Rico
2011/10/19,Argentina,Mexico,24,14,W,PanAmericanGames,2011,Mexico,Argentina
2011/10/15,Brazil,United States,50,10,W,PanAmericanGames,2011,Mexico,Brazil
2011/10/15,Dominican Republic,Uruguay,24,24,W,PanAmericanGames,2011,Mexico,Draw
2011/10/17,United States,Dominican Republic,26,33,W,PanAmericanGames,2011,Mexico,Dominican Republic
2011/10/17,Uruguay,Brazil,15,43,W,PanAmericanGames,2011,Mexico,Brazil
2011/10/19,Brazil,Dominican Republic,32,18,W,PanAmericanGames,2011,Mexico,Brazil
2011/10/19,United States,Uruguay,24,36,W,PanAmericanGames,2011,Mexico,Uruguay
2011/10/21,Puerto Rico,United States,29,27,W,PanAmericanGames,2011,Mexico,Puerto Rico
2011/10/21,Uruguay,Chile,30,32,W,PanAmericanGames,2011,Mexico,Chile
2011/10/21,Brazil,Mexico,43,12,W,PanAmericanGames,2011,Mexico,Brazil
2011/10/21,Argentina,Dominican Republic,19,18,W,PanAmericanGames,2011,Mexico,Argentina
2011/10/23,United States,Uruguay,23,30,W,PanAmericanGames,2011,Mexico,Uruguay
2011/10/23,Puerto Rico,Chile,27,31,W,PanAmericanGames,2011,Mexico,Chile
2011/10/23,Mexico,Dominican Republic,31,33,W,PanAmericanGames,2011,Mexico,Dominican Republic
2011/10/23,Brazil,Argentina,33,15,W,PanAmericanGames,2011,Mexico,Brazil
2018/09/02,United States,Canada,22,20,W,PanAmericanGames,2019,United States,United States
2018/09/05,Canada,United States,16,26,W,PanAmericanGames,2019,Canada,United States
2019/03/26,Chile,Guatemala,30,22,W,PanAmericanGames,2019,Mexico,Chile
2019/03/26,Mexico,Canada,29,26,W,PanAmericanGames,2019,Mexico,Mexico
2019/03/27,Canada,Chile,22,16,W,PanAmericanGames,2019,Mexico,Canada
2019/03/27,Guatemala,Mexico,12,41,W,PanAmericanGames,2019,Mexico,Mexico
2019/03/28,Canada,Guatemala,26,17,W,PanAmericanGames,2019,Mexico,Canada
2019/03/28,Mexico,Chile,27,29,W,PanAmericanGames,2019,Mexico,Chile
2019/07/27,Cuba,Canada,28,15,W,PanAmericanGames,2019,Peru,Cuba
2019/07/27,Brazil,Puerto Rico,40,16,W,PanAmericanGames,2019,Peru,Brazil
2019/07/27,United States,Peru,29,11,W,PanAmericanGames,2019,Peru,United States
2019/07/27,Argentina,Dominican Republic,27,17,W,PanAmericanGames,2019,Peru,Argentina
2019/07/29,Dominican Republic,Canada,24,23,W,PanAmericanGames,2019,Peru,Dominican Republic
2019/07/29,Puerto Rico,Peru,43,14,W,PanAmericanGames,2019,Peru,Puerto Rico
2019/07/30,Canada,Peru,31,12,W,PanAmericanGames,2019,Peru,Canada
2019/07/30,Dominican Republic,Puerto Rico,26,24,W,PanAmericanGames,2019,Peru,Dominican Republic
2019/07/29,Argentina,Cuba,31,21,W,PanAmericanGames,2019,Peru,Argentina
2019/07/29,Brazil,United States,34,9,W,PanAmericanGames,2019,Peru,Brazil
2019/07/30,Cuba,United States,24,23,W,PanAmericanGames,2019,Peru,Cuba
2019/07/30,Argentina,Brazil,21,30,W,PanAmericanGames,2019,Peru,Brazil
2023/10/24,Argentina,Puerto Rico,46,17,W,PanAmericanGames,2023,Chile,Argentina
2023/10/24,Canada,Chile,14,23,W,PanAmericanGames,2023,Chile,Chile
2023/10/25,Chile,Argentina,15,28,W,PanAmericanGames,2023,Chile,Argentina
2023/10/25,Puerto Rico,Canada,25,20,W,PanAmericanGames,2023,Chile,Puerto Rico
2023/10/26,Argentina,Canada,31,10,W,PanAmericanGames,2023,Chile,Argentina
2023/10/26,Puerto Rico,Chile,15,23,W,PanAmericanGames,2023,Chile,Chile
2023/10/24,Cuba,Uruguay,25,21,W,PanAmericanGames,2023,Chile,Cuba
2023/10/24,Brazil,Paraguay,27,15,W,PanAmericanGames,2023,Chile,Brazil
2023/10/25,Uruguay,Brazil,9,28,W,PanAmericanGames,2023,Chile,Brazil
2023/10/25,Paraguay,Cuba,31,26,W,PanAmericanGames,2023,Chile,Paraguay
2023/10/26,Paraguay,Uruguay,22,23,W,PanAmericanGames,2023,Chile,Uruguay
2023/10/26,Brazil,Cuba,49,11,W,PanAmericanGames,2023,Chile,Brazil
2023/10/28,Cuba,Canada,26,20,W,PanAmericanGames,2023,Chile,Cuba
2023/10/28,Puerto Rico,Uruguay,30,23,W,PanAmericanGames,2023,Chile,Puerto Rico
2023/10/29,Canada,Uruguay,19,22,W,PanAmericanGames,2023,Chile,Uruguay
2023/10/29,Cuba,Puerto Rico,29,31,W,PanAmericanGames,2023,Chile,Puerto Rico
2023/10/28,Argentina,Paraguay,28,18,W,PanAmericanGames,2023,Chile,Argentina
2023/10/28,Brazil,Chile,30,10,W,PanAmericanGames,2023,Chile,Brazil
2023/10/29,Paraguay,Chile,23,20,W,PanAmericanGames,2023,Chile,Paraguay
2023/10/29,Argentina,Brazil,18,30,W,PanAmericanGames,2023,Chile,Brazil
2022/10/06,Paraguay,Brazil,19,34,W,SouthAmericanGames,2022,Paraguay,Brazil
2022/10/06,Argentina,Bolivia,48,1,W,SouthAmericanGames,2022,Paraguay,Argentina
2022/10/06,Chile,Uruguay,21,27,W,SouthAmericanGames,2022,Paraguay,Uruguay
2022/10/07,Argentina,Paraguay,22,23,W,SouthAmericanGames,2022,Paraguay,Paraguay
2022/10/07,Bolivia,Chile,6,49,W,SouthAmericanGames,2022,Paraguay,Chile
2022/10/07,Brazil,Uruguay,29,25,W,SouthAmericanGames,2022,Paraguay,Brazil
2022/10/08,Uruguay,Paraguay,21,29,W,SouthAmericanGames,2022,Paraguay,Paraguay
2022/10/08,Bolivia,Brazil,1,54,W,SouthAmericanGames,2022,Paraguay,Brazil
2022/10/08,Chile,Argentina,25,29,W,SouthAmericanGames,2022,Paraguay,Argentina
2022/10/09,Paraguay,Bolivia,47,6,W,SouthAmericanGames,2022,Paraguay,Paraguay
2022/10/09,Uruguay,Argentina,20,22,W,SouthAmericanGames,2022,Paraguay,Argentina
2022/10/09,Brazil,Chile,33,13,W,SouthAmericanGames,2022,Paraguay,Brazil
2022/10/10,Uruguay,Bolivia,41,1,W,SouthAmericanGames,2022,Paraguay,Uruguay
2022/10/10,Chile,Paraguay,22,17,W,SouthAmericanGames,2022,Paraguay,Chile
2022/10/10,Brazil,Argentina,26,15,W,SouthAmericanGames,2022,Paraguay,Brazil
2018/11/29,Argentina,Paraguay,28,26,W,SouthAndCentralAmericanChampionship,2018,Brazil,Argentina
2018/11/29,Chile,Uruguay,24,19,W,SouthAndCentralAmericanChampionship,2018,Brazil,Chile
2018/11/30,Chile,Paraguay,21,28,W,SouthAndCentralAmericanChampionship,2018,Brazil,Paraguay
2018/11/30,Brazil,Uruguay,28,9,W,SouthAndCentralAmericanChampionship,2018,Brazil,Brazil
2018/12/01,Uruguay,Argentina,25,31,W,SouthAndCentralAmericanChampionship,2018,Brazil,Argentina
2018/12/01,Brazil,Chile,39,9,W,SouthAndCentralAmericanChampionship,2018,Brazil,Brazil
2018/12/03,Argentina,Chile,30,17,W,SouthAndCentralAmericanChampionship,2018,Brazil,Argentina
2018/12/03,Brazil,Paraguay,40,17,W,SouthAndCentralAmericanChampionship,2018,Brazil,Brazil
2018/12/04,Paraguay,Uruguay,26,27,W,SouthAndCentralAmericanChampionship,2018,Brazil,Uruguay
2018/12/04,Brazil,Argentina,24,19,W,SouthAndCentralAmericanChampionship,2018,Brazil,Brazil
2021/10/05,Brazil,Chile,39,22,W,SouthAndCentralAmericanChampionship,2021,Paraguay,Brazil
2021/10/05,Argentina,Bolivia,57,2,W,SouthAndCentralAmericanChampionship,2021,Paraguay,Argentina
2021/10/05,Paraguay,Uruguay,25,25,W,SouthAndCentralAmericanChampionship,2021,Paraguay,Draw
2021/10/06,Bolivia,Paraguay,9,71,W,SouthAndCentralAmericanChampionship,2021,Paraguay,Paraguay
2021/10/06,Uruguay,Brazil,18,36,W,SouthAndCentralAmericanChampionship,2021,Paraguay,Brazil
2021/10/06,Chile,Argentina,17,26,W,SouthAndCentralAmericanChampionship,2021,Paraguay,Argentina
2021/10/07,Brazil,Bolivia,10,0,W,SouthAndCentralAmericanChampionship,2021,Paraguay,Brazil
2021/10/07,Chile,Uruguay,21,21,W,SouthAndCentralAmericanChampionship,2021,Paraguay,Draw
2021/10/07,Argentina,Paraguay,29,13,W,SouthAndCentralAmericanChampionship,2021,Paraguay,Argentina
2021/10/08,Bolivia,Chile,13,66,W,SouthAndCentralAmericanChampionship,2021,Paraguay,Chile
2021/10/08,Argentina,Uruguay,33,15,W,SouthAndCentralAmericanChampionship,2021,Paraguay,Argentina
2021/10/08,Paraguay,Brazil,17,42,W,SouthAndCentralAmericanChampionship,2021,Paraguay,Brazil
2021/10/09,Uruguay,Bolivia,66,12,W,SouthAndCentralAmericanChampionship,2021,Paraguay,Uruguay
2021/10/09,Paraguay,Chile,26,23,W,SouthAndCentralAmericanChampionship,2021,Paraguay,Paraguay
2021/10/09,Brazil,Argentina,31,22,W,SouthAndCentralAmericanChampionship,2021,Paraguay,Brazil
2022/11/15,Paraguay,Chile,22,26,W,SouthAndCentralAmericanChampionship,2022,Argentina,Chile
2022/11/15,Brazil,Uruguay,32,18,W,SouthAndCentralAmericanChampionship,2022,Argentina,Brazil
2022/11/16,Chile,Brazil,15,34,W,SouthAndCentralAmericanChampionship,2022,Argentina,Brazil
2022/11/16,Argentina,Uruguay,29,17,W,SouthAndCentralAmericanChampionship,2022,Argentina,Argentina
2022/11/17,Uruguay,Chile,23,24,W,SouthAndCentralAmericanChampionship,2022,Argentina,Chile
2022/11/17,Paraguay,Argentina,17,25,W,SouthAndCentralAmericanChampionship,2022,Argentina,Argentina
2022/11/18,Brazil,Paraguay,47,20,W,SouthAndCentralAmericanChampionship,2022,Argentina,Brazil
2022/11/18,Argentina,Chile,26,18,W,SouthAndCentralAmericanChampionship,2022,Argentina,Argentina
2022/11/19,Paraguay,Uruguay,26,29,W,SouthAndCentralAmericanChampionship,2022,Argentina,Uruguay
2022/11/19,Brazil,Argentina,26,19,W,SouthAndCentralAmericanChampionship,2022,Argentina,Brazil
2012/11/30,Switzerland,Finland,37,27,W,WChEuropeanQ,2013,Slovakia,Switzerland
2012/11/30,Slovakia,Greece,30,16,W,WChEuropeanQ,2013,Slovakia,Slovakia
2012/12/01,Greece,Switzerland,23,35,W,WChEuropeanQ,2013,Slovakia,Switzerland
2012/12/01,Finland,Slovakia,18,38,W,WChEuropeanQ,2013,Slovakia,Slovakia
2012/12/02,Greece,Finland,24,23,W,WChEuropeanQ,2013,Slovakia,Greece
2012/12/02,Slovakia,Switzerland,26,24,W,WChEuropeanQ,2013,Slovakia,Slovakia
2012/11/29,Austria,Slovenia,22,26,W,WChEuropeanQ,2013,Netherlands,Slovenia
2012/11/29,Netherlands,Israel,47,20,W,WChEuropeanQ,2013,Netherlands,Netherlands
2012/11/30,Israel,Austria,22,40,W,WChEuropeanQ,2013,Netherlands,Austria
2012/11/30,Slovenia,Netherlands,23,24,W,WChEuropeanQ,2013,Netherlands,Netherlands
2012/12/02,Slovenia,Israel,38,19,W,WChEuropeanQ,2013,Netherlands,Slovenia
2012/12/02,Austria,Netherlands,18,30,W,WChEuropeanQ,2013,Netherlands,Netherlands
2012/10/03,Belarus,Lithuania,42,22,W,WChEuropeanQ,2013,Belarus,Belarus
