text,label,clean_text,token_length
"Oil Slips Below #36;46, Supply Woes Persist (Reuters). Reuters - U.S. oil prices slid below #36;46 on Tuesday, marking the third successive session of falls as Iraqi exports returned to near normal, although supply uncertainties kept the market close to historic levels.",Business,oil slip supply woe persist reuters reuters oil price slide tuesday mark successive session fall iraqi export return near normal supply uncertainty keep market close historic level,27
"US takes Airbus dispute to WTO. The US government asks the World Trade Organisation to step in to stop EU member states from ""subsidising"" planemaker Airbus.",Business,take airbus dispute wto government ask world trade organisation step stop eu member state subsidise planemaker airbus,17
Schwab posts loss in quarter. Discount brokerage Charles Schwab Corp. suffered a $41 million loss during its fiscal third quarter as it absorbed costs from job cuts and other restructuring steps it hopes will reverse a protracted slump.,Business,schwab post loss quarter discount brokerage charles schwab corp suffer million loss fiscal quarter absorb cost job cut restructure step hop reverse protract slump,24
"Howard records fourth poll win. SYDNEY: Australian Prime Minister John Howard, a key US ally and supporter of the Iraq war, resoundingly beat centre-left opposition Labour at a national election yesterday to win a fourth straight term in office.",World,howard record fourth poll win sydney australian prime minister john howard key ally supporter iraq war resoundingly beat centreleft opposition labour national election yesterday win fourth straight term office,29
Terror suspects appeal to Law Lords. Nine foreign terror suspects held indefinitely without charge in Britain will challenge their detention before the country #39;s highest court today.,World,terror suspect appeal law lord foreign terror suspect hold indefinitely charge britain challenge detention country s high court today,19
"Square Enix, Gamemakers Count on Sony, Nintendo to Boost Sales. Square Enix, the world #39;s biggest maker of role-playing computer games, and rivals including Koei Co. are counting on the new consoles from Japan #39;s Sony Corp.",Sci_Tech,square enix gamemaker count sony nintendo boost sale square enix world s big maker roleplay computer game rival include koei co count new console japan s sony corp,28
"Pepsi Bottling 3rd-Qtr Profit Rises 4.4 on Juices (Update2). Pepsi Bottling Group Inc., the world #39;s largest distributor of PepsiCo Inc. beverages, said third- quarter earnings rose 4.4 percent on new Tropicana juice drinks and sales in Europe.",Business,pepsi bottle rdqtr profit rise juice update pepsi bottling group inc world s large distributor pepsico inc beverage say quarter earning rise percent new tropicana juice drink sale europe,29
"Prosecutors seize Yukos records. Russian prosecutors seize financial documents for the last two years from oil producer Yukos, raising fears of fresh tax demands.",Business,prosecutor seize yukos record russian prosecutor seize financial document year oil producer yukos raise fear fresh tax demand,18
Nobel laureate and DNA pioneer Maurice Wilkins dies. LONDON One of the scientists involved in the discovery of the double helix structure of DNA has died. Maurice Wilkins shared the Nobel Prize for Medicine in 1962 for his role in what #39;s considered one of the most important discoveries in science.,Sci_Tech,nobel laureate dna pioneer maurice wilkin die london scientist involve discovery double helix structure dna die maurice wilkin share nobel prize medicine role s consider important discovery science,28
US shrugs off report of ransom. The Bush administration yesterday gave Italy the benefit of the doubt amid reports that Rome had paid a terrorist group in Iraq a $1 million ransom to secure the release of two Italian hostages.,World,shrug report ransom bush administration yesterday give italy benefit doubt amid report rome pay terrorist group iraq million ransom secure release italian hostage,23
"Chinese finance minister says nine per cent economic growth acceptable (Canadian Press). Canadian Press - BEIJING (AP) - China's finance minister says economic growth of nine per cent this year would be acceptable, state television reported this week in the first acknowledgment by a senior official that growth might exceed the government's target of seven per cent.",World,chinese finance minister say cent economic growth acceptable canadian press canadian press beijing ap chinas finance minister say economic growth cent year acceptable state television report week acknowledgment senior official growth exceed government target seven cent,36
"Pizarro inches Bayern closer to Bundesliga lead. Munich, Germany (Sports Network) - Claudio Pizarro returned from injury and scored twice in Bayern Munich #39;s 2-0 win over Bundesliga leaders Wolfsburg.",Sports,pizarro inch bayern close bundesliga lead munich germany sports network claudio pizarro return injury score twice bayern munich s win bundesliga leader wolfsburg,23
"Can IBM quot;Change the Game quot; in Storage?. Big Blue, now No. 3 in this hot market, is launching a new product line that has the potential to shake up the industry. Over the past four years, IBM (IBM ) used its engineering chops to take the lead in the",Sci_Tech,ibm quotchange game quot storage big blue hot market launch new product line potential shake industry past year ibm ibm engineering chop lead,23
"U.S. Stocks Open Lower as Oil Looms. NEW YORK (Reuters) - U.S. stocks opened lower on Monday as oil prices climbed higher, while a thinly staffed Wall Street awaited Friday's jobs figures and remained wary with the Republican National Convention getting underway in New York City amid heightened security concerns.",Business,stock open lower oil loom new york reuters stock open lower monday oil price climb higher thinly staff wall street await friday job figure remain wary republican national convention get underway new york city amid heighten security concern,38
"Tigers lost his stripes, and everyone knows that now. Nobody inside golf thinks Tiger Woods is the best player in the world anymore. Or the second best. Or perhaps even third. But now that truth is painfully official.",Sports,tiger lose stripe know inside golf think tiger wood good player world anymore second good truth painfully official,18
UK PRESS: HSBC Interested In $3B Federated Card Ops. LONDON (Dow Jones)--HSBC Holdings PLC (HBC) has expressed an interest in the $3 billion store and credit card operations of Federated Department Stores Inc.,Business,uk press hsbc interested b federate card op london dow joneshsbc holdings plc hbc express interest billion store credit card operation federate department stores inc,25
Kroes Vows to Be Tough on Big Business. The European Union #39;s new antitrust chief Neelie Kroes used her first major rulings Thursday to make plain her aversion to cartels and reject suspicions that she would bow to the interests of big business.,Business,kroe vow tough big business european union s new antitrust chief neelie kroe major ruling thursday plain aversion cartel reject suspicion bow interest big business,25
